area,rooms,floor,total_floors,year_built,building_age,district,metro_distance_km,has_parking,has_elevator,has_renovation,is_new_building,school_distance_km,park_distance_km,hospital_distance_km,price
147.6,5,5,13,1992,32,Восток,8.78,0,1,1,0,4.45,4.6,8.02,28625000
53.9,2,23,27,1990,34,Пригород,55.09,0,1,1,0,2.39,6.02,3.7,4347000
58.3,2,10,18,1995,29,Запад,2.37,0,1,1,0,2.13,5.4,9.37,19127000
76.5,3,10,19,2003,21,Пригород,56.87,1,1,0,0,2.93,2.29,8.46,5931000
124.2,4,9,14,2019,5,Юг,7.21,1,1,1,1,1.36,2.12,9.11,21857000
93.8,3,13,21,1993,31,Центр,4.84,1,1,1,0,1.83,3.77,3.09,42394000
78.7,3,7,13,2023,1,Север,4.05,0,1,1,1,1.15,5.89,5.82,20012000
80.3,3,5,11,2012,12,Юг,1.91,1,1,0,1,2.9,0.84,3.35,13374000
67.9,2,10,17,2000,24,Центр,7.27,0,1,1,0,3.52,7.59,2.72,29655000
83.4,3,10,16,2006,18,Восток,21.64,1,1,0,0,3.4,4.39,6.15,16462000
24.2,1,6,14,1973,51,Север,5.51,1,1,1,0,1.35,2.52,8.22,6056000
59.2,2,19,27,2016,8,Восток,0.3,1,1,0,1,3.92,5.58,1.12,11715000
73.4,2,21,26,2003,21,Центр,0.35,0,1,0,0,1.35,0.45,2.9,33345000
42.1,1,8,14,2023,1,Пригород,40.79,1,1,1,1,0.84,3.93,2.21,4028000
77.8,3,1,2,2006,18,Пригород,16.07,0,0,1,0,1.81,3.94,8.02,7274000
61.4,2,17,25,2016,8,Пригород,32.86,0,1,1,1,3.03,1.38,9.35,5468000
134.6,4,7,7,2014,10,Юг,2.89,0,1,1,1,0.8,6.72,0.98,23400000
125.1,4,14,14,1991,33,Запад,10.02,0,1,0,0,3.28,6.39,3.92,41412000
55.4,2,21,23,1986,38,Юг,0.46,0,1,1,0,4.33,1.31,9.16,9460000
62.8,2,21,26,1996,28,Центр,2.01,0,1,0,0,1.54,2.97,3.58,27433000
64.7,2,17,21,1998,26,Центр,2.6,0,1,1,0,2.31,0.89,7.18,28102000
55.7,2,9,10,1985,39,Север,7.68,0,1,1,0,1.22,6.8,1.19,14600000
72.1,2,17,25,2018,6,Восток,4.16,0,1,0,1,1.87,2.65,4.55,14601000
49.2,2,5,14,2002,22,Юг,2.9,0,1,0,0,0.21,3.57,5.13,8089000
42.4,1,20,23,2022,2,Юг,9.18,0,1,1,1,4.77,2.66,7.63,7639000
85.5,3,8,11,2014,10,Север,15.05,0,1,1,1,2.14,2.55,3.03,24136000
85.8,3,6,10,2002,22,Север,9.46,0,1,1,0,3.97,6.0,2.79,23781000
48.3,2,11,18,2021,3,Пригород,56.94,1,1,0,1,0.8,6.01,3.17,4296000
95.4,3,19,28,2000,24,Север,10.11,0,1,1,0,4.08,4.19,5.65,24363000
51.8,2,4,7,2018,6,Восток,11.57,1,1,1,1,4.31,5.3,8.78,10642000
73.8,2,18,22,1991,33,Запад,1.47,0,1,0,0,3.61,4.14,8.34,24868000
92.6,3,1,4,1993,31,Юг,4.35,1,0,1,0,4.53,0.33,0.77,14856000
65.8,2,13,18,1995,29,Юг,5.31,0,1,1,0,0.92,0.62,8.81,11051000
80.0,3,14,16,2002,22,Запад,2.37,0,1,1,0,2.43,3.13,1.13,26973000
54.2,2,24,30,2002,22,Центр,2.26,0,1,0,0,3.14,6.02,4.27,23746000
61.6,2,1,6,1999,25,Юг,2.75,0,1,0,0,3.02,7.31,7.7,10033000
61.4,2,11,20,1988,36,Юг,9.31,1,1,0,0,4.32,0.33,1.0,10112000
49.5,2,17,21,2020,4,Север,5.08,0,1,1,1,1.16,3.01,0.6,12700000
62.1,2,4,5,2004,20,Пригород,35.65,0,1,0,0,0.96,1.87,3.43,4979000
35.9,1,12,21,1994,30,Запад,32.9,1,1,1,0,1.34,6.54,7.35,12099000
54.8,2,10,19,2007,17,Север,3.99,0,1,1,0,4.47,6.78,5.31,13816000
59.5,2,6,12,2012,12,Пригород,31.3,0,1,0,1,4.71,1.73,4.29,5467000
60.2,2,1,2,2022,2,Север,3.07,0,0,1,1,2.89,5.72,8.17,15709000
60.5,2,7,7,1999,25,Восток,18.01,0,1,1,0,2.56,5.88,7.71,11388000
65.1,2,21,27,1974,50,Север,5.49,1,1,0,0,3.07,1.5,7.9,15760000
80.8,3,16,20,1996,28,Север,7.33,1,1,0,0,3.12,3.53,4.71,21065000
94.6,3,24,24,1998,26,Пригород,23.14,1,1,1,0,0.93,5.0,0.39,8327000
51.4,2,14,17,2019,5,Север,6.23,1,1,1,1,3.46,0.31,1.89,13641000
41.2,1,23,26,1993,31,Пригород,27.36,0,1,1,0,2.32,3.3,7.46,3934000
44.0,1,20,29,2021,3,Запад,10.49,0,1,1,1,2.64,1.32,7.58,13555000
54.9,2,20,26,1999,25,Запад,14.3,0,1,1,0,0.25,4.38,9.73,17965000
57.9,2,6,14,2022,2,Центр,3.76,1,1,1,1,3.85,6.76,2.06,26834000
49.0,2,22,23,1961,63,Юг,10.48,1,1,0,0,4.19,4.25,1.4,8889000
39.7,1,5,5,2019,5,Север,5.75,0,1,1,1,3.14,0.38,1.56,9611000
55.6,2,24,25,2020,4,Пригород,47.05,0,1,1,1,3.77,0.33,2.01,5465000
71.7,2,21,27,2022,2,Восток,4.39,1,1,1,1,2.66,4.88,5.38,13581000
84.6,3,18,27,1961,63,Пригород,44.32,0,1,1,0,3.13,2.69,9.76,8025000
53.4,2,15,20,1981,43,Запад,2.4,1,1,1,0,2.03,4.62,5.98,17299000
56.5,2,6,9,2007,17,Пригород,18.14,0,1,0,0,3.98,1.39,5.32,5378000
46.0,2,19,19,1963,61,Юг,4.27,0,1,0,0,2.39,6.24,6.8,7620000
65.9,2,1,1,1968,56,Юг,4.96,0,0,1,0,3.43,6.9,0.92,10343000
47.5,2,1,5,1984,40,Юг,2.37,1,1,0,0,3.15,7.12,8.19,7805000
83.9,3,13,13,2000,24,Юг,10.41,0,1,1,0,3.54,2.5,6.54,14620000
32.6,1,3,9,2002,22,Восток,0.61,0,1,0,0,3.95,5.32,1.88,6294000
57.8,2,10,10,1964,60,Запад,2.02,1,1,1,0,2.61,2.3,6.38,18381000
75.2,3,21,21,1981,43,Центр,4.14,1,1,0,0,4.08,6.13,6.04,32606000
71.8,2,3,4,1999,25,Пригород,34.67,1,0,1,0,2.54,1.05,0.84,6140000
195.8,6,9,18,2004,20,Восток,9.77,0,1,0,0,4.79,6.13,2.82,37277000
76.7,3,8,10,1979,45,Юг,6.71,1,1,0,0,3.79,3.57,4.03,13388000
44.6,1,3,3,1994,30,Восток,24.08,0,0,1,0,0.94,6.86,2.6,8626000
64.2,2,13,21,2019,5,Запад,7.29,0,1,1,1,4.16,5.94,2.58,20977000
32.8,1,6,15,2023,1,Запад,0.3,0,1,1,1,2.8,3.07,5.81,10783000
64.6,2,13,20,2023,1,Юг,3.48,0,1,0,1,4.92,7.24,4.81,11262000
47.8,2,23,27,2018,6,Север,1.24,1,1,1,1,3.62,2.34,6.74,12772000
96.2,3,20,21,1993,31,Запад,20.68,0,1,0,0,0.51,7.74,9.57,31142000
53.5,2,20,24,2008,16,Восток,0.88,0,1,0,0,2.04,6.16,6.67,10438000
63.6,2,12,17,1995,29,Центр,1.47,1,1,1,0,2.63,7.93,5.9,29124000
51.7,2,13,13,2007,17,Восток,2.05,1,1,1,0,4.21,0.53,8.51,9917000
133.7,4,2,5,1989,35,Север,15.0,1,1,0,0,3.67,2.26,6.39,34007000
58.6,2,21,29,2005,19,Юг,2.95,0,1,0,0,1.91,5.96,1.82,10252000
138.8,5,24,25,2001,23,Север,38.52,1,1,0,0,3.3,7.39,3.28,35241000
92.4,3,23,27,1963,61,Восток,0.32,0,1,1,0,2.93,0.33,7.39,18484000
80.9,3,16,16,2013,11,Центр,0.41,1,1,1,1,0.72,0.1,7.44,34859000
77.3,3,23,26,1961,63,Центр,0.76,0,1,0,0,1.25,2.12,9.87,35319000
78.1,3,6,9,1988,36,Север,13.33,1,1,0,0,1.77,6.84,6.34,20123000
30.8,1,19,24,1960,64,Восток,16.86,0,1,0,0,1.06,6.16,9.02,6156000
59.6,2,21,30,1992,32,Восток,0.59,0,1,1,0,0.84,2.79,0.73,12398000
93.5,3,13,21,1968,56,Север,0.3,0,1,1,0,0.39,0.12,5.75,23996000
65.4,2,17,19,2019,5,Юг,10.92,0,1,1,1,4.38,4.48,9.21,10267000
38.0,1,23,30,1995,29,Пригород,21.0,0,1,0,0,1.52,1.98,3.01,3335000
65.3,2,9,14,1997,27,Юг,1.14,1,1,1,0,1.52,5.99,1.72,11781000
131.8,4,17,23,1991,33,Центр,0.3,0,1,0,0,1.11,3.63,3.63,59568000
109.8,4,2,11,2006,18,Восток,0.41,1,1,0,0,2.43,5.46,7.96,20680000
65.1,2,19,20,2013,11,Запад,2.45,0,1,1,1,2.62,6.83,1.03,21352000
97.6,3,19,28,2007,17,Запад,0.54,0,1,1,0,1.12,4.33,6.08,32729000
57.6,2,24,29,2011,13,Пригород,31.6,1,1,0,1,3.08,2.75,1.53,5193000
33.7,1,7,12,2019,5,Запад,14.31,1,1,1,1,3.64,6.18,4.47,11082000
46.1,2,22,23,2017,7,Восток,3.16,0,1,1,1,1.93,2.19,9.67,8858000
124.6,4,10,11,2008,16,Восток,10.41,0,1,1,0,2.97,7.14,2.11,23932000
59.8,2,10,11,1983,41,Юг,0.79,1,1,0,0,2.56,0.66,0.53,10275000
60.5,2,20,29,2006,18,Восток,8.62,0,1,0,0,1.06,6.7,4.39,12216000
59.1,2,9,9,2000,24,Центр,1.14,0,1,0,0,3.68,0.82,5.86,26436000
142.8,5,17,21,2010,14,Север,11.08,1,1,0,1,4.03,0.54,3.12,36439000
127.8,4,15,22,2015,9,Восток,1.17,0,1,1,1,3.28,2.97,5.51,26193000
162.0,5,2,3,2011,13,Центр,6.84,0,0,0,1,1.69,7.66,9.54,72028000
62.6,2,4,8,2016,8,Север,2.22,1,1,0,1,4.64,7.87,3.26,16458000
75.1,3,19,26,1968,56,Центр,1.31,1,1,1,0,2.33,1.7,3.23,34298000
36.4,1,17,26,1964,60,Центр,9.0,0,1,1,0,1.4,1.27,4.93,15786000
120.4,4,5,9,1986,38,Север,6.91,0,1,0,0,2.1,2.89,5.25,31440000
41.8,1,7,8,2019,5,Запад,3.64,0,1,0,1,3.49,2.76,0.21,12556000
72.7,2,18,20,2015,9,Восток,23.9,1,1,1,1,4.25,6.1,6.24,14333000
43.0,1,21,26,2008,16,Юг,3.19,1,1,0,0,1.85,3.61,9.97,7521000
52.7,2,22,26,2009,15,Юг,0.8,0,1,1,0,1.24,6.26,3.06,9101000
47.7,2,7,10,2010,14,Запад,46.08,0,1,1,1,3.17,6.01,6.38,16132000
52.3,2,17,20,2021,3,Запад,2.49,0,1,0,1,4.61,4.67,0.25,17453000
53.8,2,7,11,2015,9,Запад,15.24,0,1,1,1,1.0,6.68,6.12,17440000
53.6,2,4,5,2005,19,Восток,1.45,1,1,0,0,4.03,1.65,4.58,9864000
93.1,3,8,16,2007,17,Юг,10.51,0,1,1,0,2.44,1.38,5.4,15908000
42.9,1,13,14,1983,41,Центр,2.23,0,1,1,0,4.02,6.03,5.53,19528000
72.8,2,4,13,2007,17,Пригород,59.14,0,1,1,0,2.58,2.03,1.93,5743000
108.5,4,6,7,1995,29,Центр,2.41,0,1,0,0,1.95,0.12,7.75,49357000
54.3,2,5,14,1980,44,Восток,0.3,0,1,1,0,3.51,7.3,5.64,10760000
50.0,2,12,20,2014,10,Юг,7.41,0,1,0,1,4.51,5.02,2.85,8330000
60.8,2,4,6,2000,24,Пригород,21.54,1,1,0,0,1.67,3.62,9.39,5689000
106.9,4,24,30,2022,2,Юг,12.82,1,1,1,1,2.36,5.83,0.33,17950000
72.1,2,9,15,1987,37,Юг,15.54,1,1,1,0,1.22,2.73,7.31,12050000
53.9,2,4,7,1998,26,Север,5.26,0,1,0,0,1.0,7.63,3.94,13294000
80.9,3,19,24,1997,27,Юг,12.23,1,1,1,0,3.91,0.64,5.32,14032000
42.9,1,24,27,1976,48,Центр,0.47,1,1,1,0,1.08,5.16,3.06,18607000
87.6,3,14,23,1995,29,Пригород,37.14,0,1,1,0,3.99,6.24,3.35,7525000
78.5,3,5,11,1987,37,Восток,4.01,0,1,1,0,2.2,3.81,0.35,15848000
59.0,2,18,18,1980,44,Юг,7.56,0,1,1,0,4.98,6.06,7.35,9894000
47.7,2,10,12,1987,37,Восток,0.36,0,1,0,0,1.07,7.42,7.17,10144000
46.8,2,19,21,1984,40,Восток,11.16,1,1,0,0,0.56,5.98,6.61,9498000
82.6,3,12,12,2011,13,Восток,0.66,0,1,1,1,0.47,2.54,8.8,16938000
109.0,4,18,23,1964,60,Юг,8.55,0,1,0,0,4.19,4.54,9.03,19264000
51.7,2,17,25,2005,19,Центр,0.3,0,1,0,0,2.25,7.3,5.65,23076000
80.1,3,24,30,2012,12,Центр,5.35,0,1,0,1,0.12,3.65,6.91,35525000
28.9,1,11,17,1998,26,Запад,1.54,0,1,0,0,4.39,5.49,0.31,9109000
52.8,2,3,12,2020,4,Запад,5.8,0,1,0,1,4.4,3.78,8.49,16573000
65.9,2,23,30,2009,15,Пригород,26.77,0,1,0,0,4.05,1.06,8.2,6446000
46.3,2,17,22,2011,13,Запад,10.26,1,1,1,1,1.32,0.56,0.4,15008000
45.9,2,1,9,1982,42,Пригород,29.46,1,1,1,0,1.93,7.62,5.52,4406000
51.1,2,15,17,2013,11,Север,10.32,1,1,0,1,3.75,4.94,9.09,12541000
75.0,2,9,18,2015,9,Запад,2.68,1,1,1,1,2.5,0.92,1.98,24646000
61.9,2,15,24,1992,32,Юг,11.17,1,1,1,0,0.85,6.87,3.66,11186000
27.2,1,24,30,1983,41,Юг,0.3,1,1,1,0,1.29,4.23,3.44,4693000
28.6,1,3,6,1993,31,Восток,2.66,1,1,0,0,4.87,6.2,3.69,5709000
52.3,2,22,28,2011,13,Восток,5.52,1,1,0,1,0.84,1.1,0.61,10115000
80.1,3,19,27,1995,29,Юг,0.37,0,1,1,0,3.66,7.26,2.93,12973000
22.2,1,13,14,2011,13,Запад,1.65,0,1,1,1,2.44,4.77,3.09,7330000
54.6,2,12,13,1975,49,Пригород,57.05,1,1,0,0,3.77,5.93,8.69,4495000
54.0,2,20,28,2014,10,Пригород,58.96,0,1,1,1,3.34,0.35,3.65,4855000
116.2,4,1,3,1985,39,Юг,10.77,0,0,0,0,2.25,2.59,4.58,20675000
57.2,2,21,29,1985,39,Запад,2.32,0,1,1,0,1.83,2.21,3.93,18069000
77.7,3,17,21,2004,20,Юг,2.41,0,1,0,0,3.8,7.6,1.38,13589000
70.6,2,13,18,1969,55,Центр,3.11,1,1,1,0,1.68,1.56,9.91,32654000
28.4,1,1,2,1963,61,Центр,0.38,0,0,0,0,3.96,5.69,8.29,12621000
90.7,3,10,17,1986,38,Север,23.7,0,1,0,0,3.43,0.44,5.5,23568000
72.7,2,15,23,2001,23,Восток,2.04,0,1,1,0,2.93,1.66,4.87,14073000
81.7,3,7,8,2019,5,Пригород,59.98,1,1,1,1,1.91,2.77,6.56,7270000
250.0,6,22,27,2016,8,Юг,5.48,0,1,1,1,1.1,6.38,3.4,44254000
29.0,1,18,23,1999,25,Юг,11.81,1,1,0,0,3.58,6.34,0.69,5080000
132.9,4,16,23,1964,60,Север,0.3,1,1,1,0,0.55,7.63,4.16,35070000
59.4,2,14,23,2001,23,Север,17.57,0,1,0,0,4.86,7.34,9.84,15744000
74.8,2,18,22,2009,15,Север,2.52,0,1,0,0,4.9,0.74,1.99,19571000
65.5,2,7,15,1990,34,Пригород,45.06,0,1,0,0,0.74,6.66,5.37,5373000
56.3,2,17,17,1974,50,Центр,4.93,1,1,0,0,0.61,3.66,0.28,26066000
53.1,2,18,26,1987,37,Пригород,22.39,1,1,0,0,2.12,6.94,1.4,4488000
76.1,3,12,21,2013,11,Восток,4.67,0,1,0,1,4.82,0.81,5.95,14998000
36.3,1,8,14,1991,33,Север,5.45,0,1,0,0,2.06,6.6,3.11,9708000
90.0,3,22,25,2014,10,Юг,2.99,0,1,0,1,1.88,1.36,9.08,14241000
56.5,2,2,4,1989,35,Восток,5.26,1,0,0,0,3.55,2.74,4.18,11483000
42.4,1,7,16,1980,44,Пригород,29.29,0,1,1,0,0.98,0.33,2.24,3506000
55.7,2,4,9,1996,28,Пригород,31.23,0,1,1,0,1.88,1.08,5.55,5258000
110.3,4,18,18,1997,27,Север,8.85,0,1,1,0,1.53,3.62,7.99,29983000
53.8,2,6,8,1962,62,Север,8.01,1,1,0,0,3.05,6.56,0.39,13553000
77.0,3,9,10,1975,49,Восток,2.11,1,1,0,0,0.9,6.21,5.15,14628000
49.8,2,9,17,1981,43,Пригород,55.39,0,1,1,0,2.79,1.96,7.78,4498000
90.3,3,14,16,1975,49,Запад,15.89,1,1,1,0,4.3,1.3,1.22,28891000
87.7,3,8,9,1990,34,Восток,5.69,0,1,1,0,2.62,3.18,9.05,15628000
139.7,5,19,22,2022,2,Восток,4.54,1,1,1,1,3.45,7.08,2.79,27654000
62.2,2,3,4,2000,24,Юг,3.78,0,0,0,0,0.47,0.82,1.87,10737000
87.1,3,18,18,2006,18,Запад,9.83,1,1,1,0,2.3,4.39,5.97,28424000
69.4,2,5,10,1991,33,Юг,8.91,0,1,1,0,0.56,0.8,1.92,11862000
112.0,4,14,23,1989,35,Пригород,23.83,0,1,1,0,3.04,3.81,6.86,10919000
50.0,2,4,11,1963,61,Запад,8.9,1,1,1,0,1.48,1.1,5.0,16304000
89.8,3,7,16,2000,24,Запад,2.33,0,1,0,0,1.51,0.73,1.28,29397000
61.7,2,20,29,1999,25,Пригород,15.84,0,1,1,0,0.48,1.61,9.14,5600000
65.0,2,12,13,1980,44,Запад,9.61,0,1,0,0,1.62,2.12,6.8,21194000
69.2,2,2,10,2012,12,Пригород,44.02,0,1,1,1,2.58,2.28,5.55,6144000
73.8,2,11,13,1999,25,Восток,4.23,0,1,1,0,2.96,5.2,3.87,15726000
63.7,2,14,21,1990,34,Запад,5.97,0,1,0,0,0.43,0.53,1.52,21095000
72.7,2,22,29,1979,45,Пригород,57.62,1,1,0,0,3.29,0.74,7.13,6421000
125.4,4,23,25,2002,22,Север,7.23,1,1,0,0,2.5,1.59,8.17,34336000
98.9,3,16,18,2012,12,Восток,8.58,0,1,1,1,2.73,6.99,1.43,20550000
94.4,3,20,25,1987,37,Север,0.53,0,1,1,0,4.18,5.07,5.05,25105000
55.6,2,6,6,1983,41,Восток,1.45,1,1,0,0,1.78,5.87,4.95,10680000
46.7,2,23,26,2001,23,Запад,2.86,0,1,1,0,0.95,3.03,3.63,16812000
97.7,3,4,4,1980,44,Север,6.2,0,0,1,0,2.8,1.78,7.94,23840000
94.7,3,15,17,2007,17,Пригород,49.95,1,1,0,0,4.73,0.4,1.18,7478000
120.2,4,24,30,2005,19,Север,3.1,1,1,1,0,2.64,3.96,2.21,31720000
52.4,2,1,5,1971,53,Юг,3.53,0,1,1,0,4.18,4.64,0.22,8705000
60.8,2,7,11,1964,60,Север,2.37,0,1,1,0,3.81,7.19,3.86,14258000
34.6,1,12,15,2005,19,Юг,2.35,0,1,0,0,2.64,7.07,3.05,5805000
57.0,2,10,12,1988,36,Запад,23.79,1,1,1,0,3.27,3.46,8.7,18842000
99.3,3,5,9,1971,53,Пригород,43.6,0,1,0,0,2.09,3.45,7.51,8859000
55.3,2,12,15,2012,12,Восток,1.36,1,1,1,1,2.7,1.37,1.03,11144000
86.2,3,18,25,1989,35,Запад,10.25,0,1,0,0,2.59,2.13,7.46,27967000
61.8,2,10,13,1997,27,Центр,3.84,0,1,1,0,3.57,7.41,6.82,27672000
75.9,3,6,13,1984,40,Запад,8.78,0,1,1,0,2.11,1.21,2.96,26125000
42.1,1,12,17,2006,18,Восток,1.16,1,1,0,0,0.59,7.75,0.35,8693000
69.0,2,7,11,1988,36,Север,4.19,0,1,0,0,3.96,4.09,1.33,17754000
20.2,1,18,21,2022,2,Юг,0.9,0,1,0,1,3.46,3.71,2.65,3531000
61.9,2,2,5,2009,15,Север,13.57,1,1,0,0,4.76,1.48,8.2,16618000
34.7,1,10,13,1978,46,Запад,8.52,1,1,1,0,2.2,5.33,4.76,11084000
108.0,4,15,23,1995,29,Восток,5.66,0,1,1,0,0.48,3.73,9.2,21698000
91.0,3,12,15,1993,31,Юг,3.36,0,1,1,0,0.7,3.03,7.93,15586000
80.4,3,17,25,2001,23,Запад,1.63,1,1,0,0,3.89,2.19,3.01,27105000
122.5,4,4,13,2016,8,Запад,0.9,1,1,1,1,0.43,0.63,8.48,39213000
45.6,2,7,12,2004,20,Центр,10.44,0,1,0,0,4.55,4.2,1.34,20457000
134.1,4,9,18,1968,56,Юг,1.78,1,1,1,0,1.48,2.57,0.55,21941000
96.8,3,19,25,2007,17,Юг,0.49,0,1,0,0,4.5,5.69,6.16,16690000
60.7,2,23,30,1961,63,Восток,26.09,1,1,1,0,3.89,5.82,3.55,11528000
105.0,4,7,9,2013,11,Юг,6.37,0,1,1,1,4.37,2.72,3.43,17372000
42.8,1,23,30,2007,17,Юг,12.74,0,1,0,0,1.15,5.39,6.93,7290000
48.0,2,2,4,1989,35,Восток,0.36,0,0,1,0,3.02,2.14,8.53,9080000
52.3,2,6,6,1988,36,Пригород,40.51,1,1,0,0,0.56,5.84,3.36,4163000
54.0,2,18,27,2014,10,Запад,4.06,1,1,0,1,1.09,0.23,3.39,18477000
43.7,1,6,10,2013,11,Запад,11.83,0,1,0,1,1.62,1.3,5.43,14119000
108.8,4,13,14,1991,33,Север,0.31,0,1,0,0,3.73,2.04,6.6,26735000
60.1,2,19,28,1988,36,Центр,1.54,0,1,0,0,0.22,6.21,2.19,26185000
76.8,3,2,7,2002,22,Восток,12.84,1,1,0,0,4.53,0.62,9.14,15122000
53.1,2,12,21,1961,63,Пригород,38.52,1,1,1,0,0.45,1.59,6.61,5356000
32.2,1,15,23,1971,53,Центр,2.4,1,1,1,0,1.94,2.93,6.33,14435000
74.3,2,14,14,1976,48,Запад,0.82,0,1,0,0,0.5,0.17,9.06,24973000
31.0,1,6,9,1982,42,Восток,1.14,1,1,0,0,3.87,6.12,9.09,6003000
64.9,2,18,18,2000,24,Пригород,45.46,0,1,1,0,0.79,4.52,1.53,5936000
38.6,1,5,5,2023,1,Север,8.99,0,1,1,1,4.44,7.22,1.62,9945000
147.7,5,18,25,2007,17,Восток,30.95,0,1,0,0,2.7,0.35,7.67,29964000
96.0,3,3,4,1968,56,Центр,3.73,0,0,1,0,4.75,2.24,9.58,41803000
69.6,2,3,3,2001,23,Запад,5.44,1,0,0,0,1.52,5.88,6.73,23002000
110.6,4,22,29,1999,25,Пригород,53.58,1,1,0,0,2.33,5.43,4.23,10122000
47.5,2,22,25,1979,45,Пригород,19.7,0,1,1,0,3.5,2.02,6.9,4410000
82.9,3,10,12,2020,4,Центр,1.79,0,1,0,1,4.18,4.81,2.44,35905000
72.2,2,19,22,1996,28,Пригород,27.92,0,1,1,0,2.16,6.37,9.98,6306000
74.1,2,3,7,2023,1,Восток,0.88,0,1,0,1,4.47,0.36,4.42,15081000
110.9,4,12,12,1995,29,Пригород,49.36,0,1,1,0,0.68,5.77,9.33,10198000
89.4,3,16,16,2005,19,Восток,5.72,0,1,1,0,3.57,2.09,4.42,19075000
74.9,2,17,19,1973,51,Восток,6.51,1,1,0,0,1.81,7.59,9.3,14444000
34.4,1,7,12,1997,27,Восток,4.24,1,1,1,0,0.6,4.35,3.49,6209000
45.4,2,13,13,1985,39,Юг,4.93,1,1,1,0,1.99,0.36,7.65,7542000
63.5,2,24,25,2016,8,Запад,0.99,1,1,1,1,4.41,3.29,9.52,19128000
69.2,2,2,8,2013,11,Центр,3.35,1,1,1,1,4.9,7.73,6.53,31761000
42.4,1,4,4,2015,9,Север,4.53,0,0,1,1,2.02,5.87,6.84,11023000
175.0,6,10,16,2010,14,Юг,13.58,1,1,1,1,4.44,2.47,1.21,30364000
122.3,4,7,10,2015,9,Запад,1.75,0,1,0,1,2.6,4.64,4.85,41110000
84.8,3,24,30,1982,42,Юг,1.84,1,1,0,0,3.61,4.83,8.89,15143000
68.6,2,17,22,1997,27,Пригород,44.06,0,1,1,0,0.32,0.28,2.56,5062000
61.3,2,20,27,2009,15,Центр,5.61,1,1,0,0,2.83,1.51,7.93,26019000
45.6,2,6,14,2006,18,Юг,5.11,0,1,1,0,0.44,4.46,6.82,7455000
68.8,2,19,24,2010,14,Север,10.38,0,1,1,1,1.42,3.28,2.39,17696000
73.9,2,5,13,1984,40,Пригород,59.97,0,1,1,0,2.88,1.6,2.97,6761000
40.6,1,10,13,1973,51,Запад,37.06,0,1,1,0,4.06,6.2,4.39,13388000
76.2,3,9,14,2020,4,Юг,10.91,1,1,0,1,2.85,3.96,1.43,13084000
62.7,2,13,20,2002,22,Юг,10.76,0,1,1,0,4.69,2.55,9.15,9800000
31.1,1,19,27,1980,44,Пригород,26.14,0,1,0,0,4.07,1.38,7.45,2614000
47.3,2,21,23,2014,10,Юг,14.34,1,1,1,1,0.87,4.93,3.78,7945000
56.5,2,24,25,2019,5,Восток,4.15,1,1,1,1,2.01,5.36,3.14,11147000
141.9,5,6,11,1981,43,Восток,26.16,0,1,0,0,3.38,5.39,6.96,27394000
83.3,3,4,7,2015,9,Пригород,18.66,0,1,0,1,4.7,1.84,4.36,7703000
39.1,1,24,24,2020,4,Восток,4.58,0,1,1,1,4.94,4.8,2.45,7336000
81.0,3,3,10,2021,3,Центр,2.43,1,1,1,1,3.84,7.25,4.42,35985000
35.9,1,3,11,2019,5,Пригород,33.23,1,1,1,1,2.91,2.89,8.74,3400000
102.8,3,4,12,2002,22,Юг,1.89,1,1,0,0,3.81,1.77,0.87,17648000
55.2,2,5,6,1991,33,Юг,7.19,0,1,1,0,1.44,6.2,3.81,9187000
64.2,2,8,16,1960,64,Запад,11.28,0,1,1,0,1.49,1.5,9.63,20915000
113.3,4,16,22,1968,56,Юг,8.28,0,1,0,0,3.31,2.1,0.35,18759000
39.9,1,22,26,1995,29,Север,2.14,1,1,1,0,4.37,0.9,8.93,10245000
38.1,1,3,9,1994,30,Юг,10.52,0,1,1,0,4.85,2.22,3.87,6286000
52.8,2,24,30,1981,43,Запад,2.38,0,1,1,0,1.77,3.34,2.06,17197000
101.0,3,12,19,1994,30,Юг,1.54,0,1,0,0,4.0,0.61,0.35,17397000
36.3,1,8,13,1981,43,Пригород,46.08,0,1,1,0,4.27,6.99,0.89,3295000
21.5,1,13,16,2016,8,Центр,5.55,1,1,1,1,3.15,4.16,1.88,9354000
55.7,2,4,4,1988,36,Пригород,36.67,0,0,0,0,1.8,4.75,0.45,5645000
83.2,3,14,19,2004,20,Север,6.06,0,1,1,0,3.13,3.03,3.49,21165000
107.8,4,14,16,2000,24,Пригород,28.62,0,1,1,0,2.96,5.39,0.64,10098000
55.4,2,13,18,1966,58,Юг,5.46,1,1,1,0,3.07,3.51,6.98,8903000
56.6,2,6,11,2021,3,Восток,1.13,0,1,0,1,3.13,6.11,8.23,11949000
105.8,4,17,20,2001,23,Юг,24.96,0,1,0,0,4.25,6.59,8.9,18408000
31.6,1,4,5,1990,34,Пригород,51.02,0,1,1,0,0.93,5.41,5.58,2902000
57.1,2,8,16,1980,44,Север,8.82,0,1,1,0,1.9,3.98,9.48,14721000
72.0,2,17,18,1990,34,Север,6.18,1,1,1,0,2.97,6.28,0.26,17386000
79.8,3,3,5,1962,62,Юг,12.57,0,1,1,0,1.49,4.0,1.51,14663000
54.4,2,17,26,1992,32,Юг,5.46,1,1,0,0,4.89,0.98,3.07,9626000
67.6,2,9,9,2001,23,Юг,2.85,0,1,1,0,1.39,1.02,7.93,11301000
